|('Part', 'Obs', 'time', 'x', 'y', 'Video')|
"['1649319938.1820083', 10, 1649319951.056047, 827.742946403745, 925.3980590722558, 'Media1.mp4_2']"
"['1649319938.1820083', 11, 1649319951.0829773, 1093.4317038728077, 567.6179173410346, 'Media1.mp4_3']"
"['1649319938.1820083', 12, 1649319951.1572964, 1869.4766702097404, 473.54232071531624, 'Media1.mp4_4']"
"['1649319938.1820083', 13, 1649319951.268964, 1991.1848515972633, 361.219628012067, 'Media1.mp4_5']"
"['1649319938.1820083', 14, 1649319951.3028748, 1991.1848515972633, 361.219628012067, 'Media1.mp4_6']"
"['1649319938.1820083', 15, 1649319951.3664443, 2330.9973606816966, 290.2323510186425, 'Media1.mp4_7']"
"['1649319938.1820083', 16, 1649319951.3953652, 2330.9973606816966, 290.2323510186425, 'Media1.mp4_8']"
"['1649319938.1820083', 17, 1649319951.4617107, 2378.0018465641697, 270.1659494496489, 'Media1.mp4_9']"
"['1649319938.1820083', 18, 1649319951.4935844, 2378.0018465641697, 270.1659494496489, 'Media1.mp4_10']"
"['1649319938.1820083', 19, 1649319951.557785, 2812.1494690757318, 215.64600627786604, 'Media1.mp4_11']"
"['1649319938.1820083', 20, 1649319951.5807238, 2812.1494690757318, 215.64600627786604, 'Media1.mp4_12']"
"['1649319938.1820083', 21, 1649319951.6696854, 2791.689071325527, 217.00419902153044, 'Media1.mp4_13']"
"['1649319938.1820083', 22, 1649319951.6906683, 2791.689071325527, 217.00419902153044, 'Media1.mp4_14']"
"['1649319938.1820083', 23, 1649319951.7657883, 2868.7196858670504, 216.08577352598786, 'Media1.mp4_15']"
"['1649319938.1820083', 24, 1649319951.789724, 2868.7196858670504, 216.08577352598786, 'Media1.mp4_16']"
"['1649319938.1820083', 25, 1649319951.8616846, 3284.5942113211313, 173.3849595264146, 'Media1.mp4_17']"
"['1649319938.1820083', 26, 1649319951.8853755, 3284.5942113211313, 173.3849595264146, 'Media1.mp4_18']"
"['1649319938.1820083', 27, 1649319951.9573522, 3414.6174230822, 165.89099752152833, 'Media1.mp4_19']"
"['1649319938.1820083', 28, 1649319951.9810688, 3414.6174230822, 165.89099752152833, 'Media1.mp4_20']"
"['1649319938.1820083', 29, 1649319952.0688658, 3499.098128256952, 153.22315713676107, 'Media1.mp4_21']"
"['1649319938.1820083', 30, 1649319952.0918038, 3499.098128256952, 153.22315713676107, 'Media1.mp4_22']"
"['1649319938.1820083', 31, 1649319952.1659229, 3819.0845011879537, 70.11046524889571, 'Media1.mp4_23']"
"['1649319938.1820083', 32, 1649319952.1910264, 3819.0845011879537, 70.11046524889571, 'Media1.mp4_24']"
"['1649319938.1820083', 33, 1649319952.2621336, 3816.4859829499583, 98.55061784085228, 'Media1.mp4_25']"
"['1649319938.1820083', 34, 1649319952.2875197, 3816.4859829499583, 98.55061784085228, 'Media1.mp4_26']"
"['1649319938.1820083', 35, 1649319952.3581102, 3804.359544089406, 169.27203547690624, 'Media1.mp4_27']"
"['1649319938.1820083', 36, 1649319952.3832717, 3804.359544089406, 169.27203547690624, 'Media1.mp4_28']"
"['1649319938.1820083', 37, 1649319952.4701827, 3881.2527569747363, 196.82846422414514, 'Media1.mp4_29']"
"['1649319938.1820083', 38, 1649319952.4981472, 3881.2527569747363, 196.82846422414514, 'Media1.mp4_30']"
"['1649319938.1820083', 39, 1649319952.5662334, 3723.464171128293, 314.42596519157087, 'Media1.mp4_31']"
"['1649319938.1820083', 40, 1649319952.5904064, 3723.464171128293, 314.42596519157087, 'Media1.mp4_32']"
"['1649319938.1820083', 41, 1649319952.661018, 3483.2992534123077, 267.2039947042322, 'Media1.mp4_33']"
"['1649319938.1820083', 42, 1649319952.6879482, 3483.2992534123077, 267.2039947042322, 'Media1.mp4_34']"
"['1649319938.1820083', 43, 1649319952.757735, 3335.0542383241736, 400.1805957589122, 'Media1.mp4_35']"
"['1649319938.1820083', 44, 1649319952.7817268, 3335.0542383241736, 400.1805957589122, 'Media1.mp4_36']"
"['1649319938.1820083', 45, 1649319952.871461, 2718.5317557789785, 489.5004091351766, 'Media1.mp4_37']"
"['1649319938.1820083', 46, 1649319952.9023724, 2718.5317557789785, 489.5004091351766, 'Media1.mp4_38']"
"['1649319938.1820083', 47, 1649319952.966202, 2903.4173156547513, 308.5071999174197, 'Media1.mp4_39']"
"['1649319938.1820083', 48, 1649319952.9981174, 2903.4173156547513, 308.5071999174197, 'Media1.mp4_40']"
"['1649319938.1820083', 49, 1649319953.0615382, 1888.747070283036, 645.6390797313552, 'Media1.mp4_41']"
"['1649319938.1820083', 50, 1649319953.087408, 1888.747070283036, 645.6390797313552, 'Media1.mp4_42']"
"['1649319938.1820083', 51, 1649319953.1577046, 1189.0817965206734, 819.2687264118667, 'Media1.mp4_43']"
"['1649319938.1820083', 52, 1649319953.182631, 1189.0817965206734, 819.2687264118667, 'Media1.mp4_44']"
"['1649319938.1820083', 53, 1649319953.2692182, 1086.313601075959, 936.2385126965664, 'Media1.mp4_45']"
"['1649319938.1820083', 54, 1649319953.2909045, 1086.313601075959, 936.2385126965664, 'Media1.mp4_46']"
"['1649319938.1820083', 55, 1649319953.3664894, 650.6178534105311, 865.2799798744836, 'Media1.mp4_47']"
"['1649319938.1820083', 56, 1649319953.3914495, 650.6178534105311, 865.2799798744836, 'Media1.mp4_48']"
"['1649319938.1820083', 57, 1649319953.461649, 512.1021661327795, 859.1826290605823, 'Media1.mp4_49']"
"['1649319938.1820083', 58, 1649319953.4835756, 512.1021661327795, 859.1826290605823, 'Media1.mp4_50']"
"['1649319938.1820083', 59, 1649319953.5575032, 673.6421295943437, 733.5979590908173, 'Media1.mp4_51']"
"['1649319938.1820083', 60, 1649319953.5794477, 673.6421295943437, 733.5979590908173, 'Media1.mp4_52']"
"['1649319938.1820083', 61, 1649319953.6693132, 788.7615573414478, 610.4460204849629, 'Media1.mp4_53']"
"['1649319938.1820083', 62, 1649319953.6902966, 788.7615573414478, 610.4460204849629, 'Media1.mp4_54']"
"['1649319938.1820083', 63, 1649319953.766464, 845.9479405327766, 636.9768248951859, 'Media1.mp4_55']"
"['1649319938.1820083', 64, 1649319953.7922041, 845.9479405327766, 636.9768248951859, 'Media1.mp4_56']"
"['1649319938.1820083', 65, 1649319953.861678, 635.4850665907579, 685.2886509799773, 'Media1.mp4_57']"
"['1649319938.1820083', 66, 1649319953.884615, 635.4850665907579, 685.2886509799773, 'Media1.mp4_58']"
"['1649319938.1820083', 67, 1649319953.957377, 830.5804515397431, 682.4694255157574, 'Media1.mp4_59']"
"['1649319938.1820083', 68, 1649319953.9803705, 830.5804515397431, 682.4694255157574, 'Media1.mp4_60']"
"['1649319938.1820083', 69, 1649319954.0691175, 535.7186097381746, 667.7531510214103, 'Media1.mp4_61']"
"['1649319938.1820083', 70, 1649319954.0967612, 535.7186097381746, 667.7531510214103, 'Media1.mp4_62']"
"['1649319938.1820083', 71, 1649319954.1660986, 469.5573573751244, 683.4353836710061, 'Media1.mp4_63']"
"['1649319938.1820083', 72, 1649319954.187093, 469.5573573751244, 683.4353836710061, 'Media1.mp4_64']"
"['1649319938.1820083', 73, 1649319954.262042, 437.2666892038069, 740.603169759368, 'Media1.mp4_65']"
"['1649319938.1820083', 74, 1649319954.2819881, 437.2666892038069, 740.603169759368, 'Media1.mp4_66']"
"['1649319938.1820083', 75, 1649319954.3579414, 410.1068071798363, 749.6319344128169, 'Media1.mp4_67']"
"['1649319938.1820083', 76, 1649319954.3829908, 410.1068071798363, 749.6319344128169, 'Media1.mp4_68']"
"['1649319938.1820083', 77, 1649319954.4690382, 239.28911210188016, 781.2015159640514, 'Media1.mp4_69']"
"['1649319938.1820083', 78, 1649319954.4950085, 239.28911210188016, 781.2015159640514, 'Media1.mp4_70']"
"['1649319938.1820083', 79, 1649319954.56688, 346.7800508525215, 794.3590294686355, 'Media1.mp4_71']"
"['1649319938.1820083', 80, 1649319954.5888627, 346.7800508525215, 794.3590294686355, 'Media1.mp4_72']"
"['1649319938.1820083', 81, 1649319954.6619222, 536.7271686628737, 765.0630605042661, 'Media1.mp4_73']"
"['1649319938.1820083', 82, 1649319954.6829753, 536.7271686628737, 765.0630605042661, 'Media1.mp4_74']"
"['1649319938.1820083', 83, 1649319954.7572284, 437.8611339992858, 677.0790703319335, 'Media1.mp4_75']"
"['1649319938.1820083', 84, 1649319954.7840743, 437.8611339992858, 677.0790703319335, 'Media1.mp4_76']"
"['1649319938.1820083', 85, 1649319954.8702178, 422.48191218619104, 683.8617315054689, 'Media1.mp4_77']"
"['1649319938.1820083', 86, 1649319954.8920722, 422.48191218619104, 683.8617315054689, 'Media1.mp4_78']"
"['1649319938.1820083', 87, 1649319954.966136, 376.2596801397485, 699.8096649231702, 'Media1.mp4_79']"
"['1649319938.1820083', 88, 1649319954.9910667, 376.2596801397485, 699.8096649231702, 'Media1.mp4_80']"
"['1649319938.1820083', 89, 1649319955.0631235, 412.0053970936133, 673.5827715525547, 'Media1.mp4_81']"
"['1649319938.1820083', 90, 1649319955.0838377, 412.0053970936133, 673.5827715525547, 'Media1.mp4_82']"
"['1649319938.1820083', 91, 1649319955.1571376, 400.07746674463124, 746.5124067385186, 'Media1.mp4_83']"
"['1649319938.1820083', 92, 1649319955.1760428, 400.07746674463124, 746.5124067385186, 'Media1.mp4_84']"
"['1649319938.1820083', 93, 1649319955.2700145, 681.5018685381256, 679.3553101707375, 'Media1.mp4_85']"
"['1649319938.1820083', 94, 1649319955.3101144, 681.5018685381256, 679.3553101707375, 'Media1.mp4_86']"
"['1649319938.1820083', 95, 1649319955.3675582, 646.7138967147803, 575.118927136009, 'Media1.mp4_87']"
"['1649319938.1820083', 96, 1649319955.390567, 646.7138967147803, 575.118927136009, 'Media1.mp4_88']"
"['1649319938.1820083', 97, 1649319955.4609756, 671.0141587190192, 588.5026344953421, 'Media1.mp4_89']"
"['1649319938.1820083', 98, 1649319955.4828186, 671.0141587190192, 588.5026344953421, 'Media1.mp4_90']"
"['1649319938.1820083', 99, 1649319955.5583475, 626.2860073241027, 611.4237907454308, 'Media1.mp4_91']"
"['1649319938.1820083', 100, 1649319955.5822494, 626.2860073241027, 611.4237907454308, 'Media1.mp4_92']"
"['1649319938.1820083', 101, 1649319955.6691835, 590.902313803781, 697.3452831319337, 'Media1.mp4_93']"
"['1649319938.1820083', 102, 1649319955.6933537, 590.902313803781, 697.3452831319337, 'Media1.mp4_94']"
"['1649319938.1820083', 103, 1649319955.7667785, 454.8324415921488, 680.1827416447486, 'Media1.mp4_95']"
"['1649319938.1820083', 104, 1649319955.786745, 454.8324415921488, 680.1827416447486, 'Media1.mp4_96']"
"['1649319938.1820083', 105, 1649319955.8619783, 435.48593224783326, 677.1060225762767, 'Media1.mp4_97']"
"['1649319938.1820083', 106, 1649319955.8827734, 435.48593224783326, 677.1060225762767, 'Media1.mp4_98']"
"['1649319938.1820083', 107, 1649319955.957238, 641.002963658957, 637.1133834176944, 'Media1.mp4_99']"
"['1649319938.1820083', 108, 1649319955.9843326, 641.002963658957, 637.1133834176944, 'Media1.mp4_100']"
"['1649319938.1820083', 109, 1649319956.0702097, 690.4092401968555, 603.9180368313027, 'Media1.mp4_101']"
"['1649319938.1820083', 110, 1649319956.1130571, 690.4092401968555, 603.9180368313027, 'Media1.mp4_102']"
"['1649319938.1820083', 111, 1649319956.1681592, 722.4354633673684, 634.0320048205285, 'Media1.mp4_103']"
"['1649319938.1820083', 112, 1649319956.2102497, 722.4354633673684, 634.0320048205285, 'Media1.mp4_104']"
"['1649319938.1820083', 113, 1649319956.261853, 791.1223528950759, 633.130592201831, 'Media1.mp4_105']"
"['1649319938.1820083', 114, 1649319956.2834353, 791.1223528950759, 633.130592201831, 'Media1.mp4_106']"
"['1649319938.1820083', 115, 1649319956.3580189, 941.6484038746821, 674.7190315502194, 'Media1.mp4_107']"
"['1649319938.1820083', 116, 1649319956.3827345, 941.6484038746821, 674.7190315502194, 'Media1.mp4_108']"
"['1649319938.1820083', 117, 1649319956.471123, 2061.753874683778, 296.50291114789616, 'Media1.mp4_109']"
"['1649319938.1820083', 118, 1649319956.4961104, 2061.753874683778, 296.50291114789616, 'Media1.mp4_110']"
"['1649319938.1820083', 119, 1649319956.565365, 2563.6100489143028, 212.74945815261162, 'Media1.mp4_111']"
"['1649319938.1820083', 120, 1649319956.5872633, 2563.6100489143028, 212.74945815261162, 'Media1.mp4_112']"
"['1649319938.1820083', 121, 1649319956.6635294, 3450.9077420330905, 169.38133881650901, 'Media1.mp4_113']"
"['1649319938.1820083', 122, 1649319956.685498, 3450.9077420330905, 169.38133881650901, 'Media1.mp4_114']"
"['1649319938.1820083', 123, 1649319956.7579288, 3957.317543721292, 170.75564669557662, 'Media1.mp4_115']"
"['1649319938.1820083', 124, 1649319956.7808611, 3957.317543721292, 170.75564669557662, 'Media1.mp4_116']"
"['1649319938.1820083', 125, 1649319956.8703077, 4354.953485394191, 238.51859013838111, 'Media1.mp4_117']"
"['1649319938.1820083', 126, 1649319956.895273, 4354.953485394191, 238.51859013838111, 'Media1.mp4_118']"
"['1649319938.1820083', 127, 1649319956.9656606, 4745.007776673359, 518.3095410059123, 'Media1.mp4_119']"
"['1649319938.1820083', 128, 1649319956.9866042, 4745.007776673359, 518.3095410059123, 'Media1.mp4_120']"
"['1649319938.1820083', 129, 1649319957.0619557, 4901.937568641704, 777.9706973363063, 'Media1.mp4_121']"
"['1649319938.1820083', 130, 1649319957.0959237, 4901.937568641704, 777.9706973363063, 'Media1.mp4_122']"
"['1649319938.1820083', 131, 1649319957.1569107, 4847.289611397286, 599.0943824059614, 'Media1.mp4_123']"
"['1649319938.1820083', 132, 1649319957.176857, 4847.289611397286, 599.0943824059614, 'Media1.mp4_124']"
"['1649319938.1820083', 133, 1649319957.2699766, 4888.023342386379, 627.4003547275543, 'Media1.mp4_125']"
"['1649319938.1820083', 134, 1649319957.3048666, 4888.023342386379, 627.4003547275543, 'Media1.mp4_126']"
"['1649319938.1820083', 135, 1649319957.3663542, 5097.465957124292, 747.534643597498, 'Media1.mp4_127']"
"['1649319938.1820083', 136, 1649319957.390725, 5097.465957124292, 747.534643597498, 'Media1.mp4_128']"
"['1649319938.1820083', 137, 1649319957.4634676, 5274.056558741988, 1132.9135640386603, 'Media1.mp4_129']"
"['1649319938.1820083', 138, 1649319957.4923882, 5274.056558741988, 1132.9135640386603, 'Media2.mp4_1']"
"['1649319938.1820083', 139, 1649319962.5379493, 3983.6593569690194, 4881.576176061606, 'Media2.mp4_1']"
"['1649319938.1820083', 140, 1649319962.556865, 3589.8453528948194, 4635.716780616725, 'Media2.mp4_1']"
"['1649319938.1820083', 141, 1649319962.573874, 3612.939195069903, 4530.9252170121545, 'Media2.mp4_1']"
"['1649319938.1820083', 142, 1649319962.646006, 3482.431470024847, 4430.221292539336, 'Media2.mp4_1']"
"['1649319938.1820083', 143, 1649319962.6749597, 3482.431470024847, 4430.221292539336, 'Media2.mp4_1']"
"['1649319938.1820083', 144, 1649319962.709451, 3690.992566715231, 4567.945185521692, 'Media2.mp4_1']"
"['1649319938.1820083', 145, 1649319962.7254062, 3690.992566715231, 4567.945185521692, 'Media2.mp4_1']"
"['1649319938.1820083', 146, 1649319962.7893004, 3803.677828102467, 4588.746297742309, 'Media2.mp4_1']"
"['1649319938.1820083', 147, 1649319962.8043213, 3803.677828102467, 4588.746297742309, 'Media2.mp4_1']"
"['1649319938.1820083', 148, 1649319962.8694122, 3800.191634920706, 4489.521007804797, 'Media2.mp4_2']"
"['1649319938.1820083', 149, 1649319962.934758, 3279.9968017877, 4154.133308517865, 'Media2.mp4_3']"
"['1649319938.1820083', 150, 1649319962.9609754, 3279.9968017877, 4154.133308517865, 'Media2.mp4_4']"
"['1649319938.1820083', 151, 1649319963.0135477, 3123.657134506084, 4140.939025565258, 'Media2.mp4_5']"
"['1649319938.1820083', 152, 1649319963.0626304, 3123.657134506084, 4140.939025565258, 'Media2.mp4_6']"
"['1649319938.1820083', 153, 1649319963.1095026, 3117.0101069733755, 4130.677054278849, 'Media2.mp4_7']"
"['1649319938.1820083', 154, 1649319963.1573727, 2889.518698784417, 3784.451489025887, 'Media2.mp4_8']"
"['1649319938.1820083', 155, 1649319963.1813142, 2889.518698784417, 3784.451489025887, 'Media2.mp4_9']"
"['1649319938.1820083', 156, 1649319963.2361631, 2639.3469255279742, 3664.7802215013435, 'Media2.mp4_10']"
"['1649319938.1820083', 157, 1649319963.2601006, 2639.3469255279742, 3664.7802215013435, 'Media2.mp4_11']"
"['1649319938.1820083', 158, 1649319963.3179467, 2686.23400906811, 3768.454041541154, 'Media2.mp4_12']"
"['1649319938.1820083', 159, 1649319963.3389606, 2686.23400906811, 3768.454041541154, 'Media2.mp4_13']"
"['1649319938.1820083', 160, 1649319963.3839684, 2684.997429375104, 3785.3212468317797, 'Media2.mp4_14']"
"['1649319938.1820083', 161, 1649319963.4609115, 2724.526188139407, 3906.8991774501883, 'Media2.mp4_15']"
"['1649319938.1820083', 162, 1649319963.4825559, 2724.526188139407, 3906.8991774501883, 'Media2.mp4_16']"
"['1649319938.1820083', 163, 1649319963.5413647, 2736.322935108812, 3987.9632464572333, 'Media2.mp4_17']"
"['1649319938.1820083', 164, 1649319963.6211643, 2738.8500811189333, 3928.8513251749755, 'Media2.mp4_18']"
"['1649319938.1820083', 165, 1649319963.6510751, 2738.8500811189333, 3928.8513251749755, 'Media2.mp4_19']"
"['1649319938.1820083', 166, 1649319963.6869757, 2613.4280403179873, 3813.072281769757, 'Media2.mp4_20']"
"['1649319938.1820083', 167, 1649319963.727865, 2613.4280403179873, 3813.072281769757, 'Media2.mp4_21']"
"['1649319938.1820083', 168, 1649319963.7657902, 2649.3938883322953, 3748.4971577997003, 'Media2.mp4_22']"
"['1649319938.1820083', 169, 1649319963.8006735, 2649.3938883322953, 3748.4971577997003, 'Media2.mp4_23']"
"['1649319938.1820083', 170, 1649319963.8455517, 2639.9829243545246, 3670.8249750362156, 'Media2.mp4_24']"
"['1649319938.1820083', 171, 1649319963.8704836, 2639.9829243545246, 3670.8249750362156, 'Media2.mp4_25']"
"['1649319938.1820083', 172, 1649319963.9093807, 2592.34817745892, 3983.3976662542336, 'Media2.mp4_26']"
"['1649319938.1820083', 173, 1649319963.9303756, 2592.34817745892, 3983.3976662542336, 'Media2.mp4_27']"
"['1649319938.1820083', 174, 1649319963.9894822, 2555.3261953285983, 4071.5081210706594, 'Media2.mp4_28']"
"['1649319938.1820083', 175, 1649319964.0154464, 2555.3261953285983, 4071.5081210706594, 'Media2.mp4_29']"
"['1649319938.1820083', 176, 1649319964.0693142, 2524.8196914711443, 4092.4674235696693, 'Media2.mp4_30']"
"['1649319938.1820083', 177, 1649319964.0951986, 2524.8196914711443, 4092.4674235696693, 'Media2.mp4_31']"
"['1649319938.1820083', 178, 1649319964.134095, 2511.7358862637593, 4150.212355426782, 'Media2.mp4_32']"
"['1649319938.1820083', 179, 1649319964.1560366, 2511.7358862637593, 4150.212355426782, 'Media2.mp4_33']"
"['1649319938.1820083', 180, 1649319964.2132895, 2518.994817805451, 4200.548691166687, 'Media2.mp4_34']"
"['1649319938.1820083', 181, 1649319964.2941928, 2563.861759519794, 4249.904044399082, 'Media2.mp4_35']"
"['1649319938.1820083', 182, 1649319964.3178003, 2563.861759519794, 4249.904044399082, 'Media2.mp4_36']"
"['1649319938.1820083', 183, 1649319964.356696, 2722.3275057132305, 4344.330825112667, 'Media2.mp4_37']"
"['1649319938.1820083', 184, 1649319964.4375436, 2713.0576785861667, 4416.984867074978, 'Media2.mp4_38']"
"['1649319938.1820083', 185, 1649319964.460811, 2713.0576785861667, 4416.984867074978, 'Media2.mp4_39']"
"['1649319938.1820083', 186, 1649319964.5177767, 2693.7325265777145, 4319.089520095262, 'Media2.mp4_40']"
"['1649319938.1820083', 187, 1649319964.5397184, 2693.7325265777145, 4319.089520095262, 'Media2.mp4_41']"
"['1649319938.1820083', 188, 1649319964.5816057, 2506.0102258717707, 4217.623595372299, 'Media2.mp4_42']"
"['1649319938.1820083', 189, 1649319964.601555, 2506.0102258717707, 4217.623595372299, 'Media2.mp4_43']"
"['1649319938.1820083', 190, 1649319964.6608455, 2487.542370176099, 4136.760722707961, 'Media2.mp4_44']"
"['1649319938.1820083', 191, 1649319964.683373, 2487.542370176099, 4136.760722707961, 'Media2.mp4_45']"
"['1649319938.1820083', 192, 1649319964.7412262, 2454.891170023351, 4157.19428626365, 'Media2.mp4_46']"
"['1649319938.1820083', 193, 1649319964.8212168, 2434.20330002654, 4138.505621424012, 'Media2.mp4_47']"
"['1649319938.1820083', 194, 1649319964.885012, 2465.946544265582, 4199.423361383566, 'Media2.mp4_48']"
"['1649319938.1820083', 195, 1649319964.9655535, 2449.5555684527826, 4155.78506946328, 'Media2.mp4_49']"
"['1649319938.1820083', 196, 1649319964.9849894, 2449.5555684527826, 4155.78506946328, 'Media2.mp4_50']"
"['1649319938.1820083', 197, 1649319965.04614, 2379.3177511761023, 4125.766707647326, 'Media2.mp4_51']"
"['1649319938.1820083', 198, 1649319965.0648937, 2379.3177511761023, 4125.766707647326, 'Media2.mp4_52']"
"['1649319938.1820083', 199, 1649319965.1094913, 2351.6625289516523, 4099.653447602635, 'Media2.mp4_53']"
"['1649319938.1820083', 200, 1649319965.1901307, 2372.1201831437793, 4078.866275611981, 'Media2.mp4_54']"
"['1649319938.1820083', 201, 1649319965.2118733, 2372.1201831437793, 4078.866275611981, 'Media2.mp4_55']"
"['1649319938.1820083', 202, 1649319965.2700574, 2307.901025276995, 4041.0119703554174, 'Media2.mp4_56']"
"['1649319938.1820083', 203, 1649319965.2930255, 2307.901025276995, 4041.0119703554174, 'Media2.mp4_57']"
"['1649319938.1820083', 204, 1649319965.3338094, 2360.5401206051574, 4074.911015634836, 'Media2.mp4_58']"
"['1649319938.1820083', 205, 1649319965.4130733, 2392.489465787032, 4112.73155121884, 'Media2.mp4_59']"
"['1649319938.1820083', 206, 1649319965.4941716, 2427.2168344825004, 4196.675038938105, 'Media2.mp4_60']"
"['1649319938.1820083', 207, 1649319965.5142338, 2427.2168344825004, 4196.675038938105, 'Media2.mp4_61']"
"['1649319938.1820083', 208, 1649319965.558354, 2363.536752602751, 4109.0992049186425, 'Media2.mp4_62']"
"['1649319938.1820083', 209, 1649319965.6384587, 2361.69298223636, 4127.551893967919, 'Media2.mp4_63']"
"['1649319938.1820083', 210, 1649319965.7177548, 2353.197394755418, 4112.310367610615, 'Media2.mp4_64']"
"['1649319938.1820083', 211, 1649319965.7377095, 2353.197394755418, 4112.310367610615, 'Media2.mp4_65']"
"['1649319938.1820083', 212, 1649319965.7848945, 2326.4156408303934, 4066.580684808254, 'Media2.mp4_66']"
"['1649319938.1820083', 213, 1649319965.8621404, 2275.772221842224, 4035.1446924757875, 'Media2.mp4_67']"
"['1649319938.1820083', 214, 1649319965.8833127, 2275.772221842224, 4035.1446924757875, 'Media2.mp4_68']"
"['1649319938.1820083', 215, 1649319965.9420073, 2275.851887268018, 4039.552379733128, 'Media2.mp4_69']"
"['1649319938.1820083', 216, 1649319966.0214105, 2274.177873034874, 3991.0825027891424, 'Media2.mp4_70']"
"['1649319938.1820083', 217, 1649319966.0492256, 2274.177873034874, 3991.0825027891424, 'Media2.mp4_71']"
"['1649319938.1820083', 218, 1649319966.0846727, 2249.3360413180817, 3967.025987608893, 'Media2.mp4_72']"
"['1649319938.1820083', 219, 1649319966.1046393, 2249.3360413180817, 3967.025987608893, 'Media2.mp4_73']"
"['1649319938.1820083', 220, 1649319966.1658256, 2406.767916291097, 4109.045214901906, 'Media2.mp4_74']"
"['1649319938.1820083', 221, 1649319966.1840155, 2406.767916291097, 4109.045214901906, 'Media2.mp4_75']"
"['1649319938.1820083', 222, 1649319966.2461498, 2401.2105564138765, 4130.608911927637, 'Media2.mp4_76']"
"['1649319938.1820083', 223, 1649319966.3107333, 2347.972263187312, 4089.526885349136, 'Media2.mp4_77']"
"['1649319938.1820083', 224, 1649319966.3909526, 2401.344443177095, 4129.1353780606005, 'Media2.mp4_78']"
"['1649319938.1820083', 225, 1649319966.426164, 2401.344443177095, 4129.1353780606005, 'Media2.mp4_79']"
"['1649319938.1820083', 226, 1649319966.4708965, 2404.3384144128468, 4148.023008169508, 'Media2.mp4_80']"
"['1649319938.1820083', 227, 1649319966.5343611, 2420.2655131949905, 4108.6933863465565, 'Media2.mp4_81']"
"['1649319938.1820083', 228, 1649319966.6131365, 2405.4057859264976, 4038.735218609998, 'Media2.mp4_82']"
"['1649319938.1820083', 229, 1649319966.635743, 2405.4057859264976, 4038.735218609998, 'Media2.mp4_1']"
